# Time, Flux
2.459428752313371748e+06,9.757257989893509675e-01
2.459428753702258691e+06,9.753916291552487960e-01
2.459428755091146100e+06,9.755888965808046098e-01
2.459428756480033509e+06,9.756506833450252492e-01
2.459428757868920453e+06,9.755617056653901331e-01
2.459428759257807862e+06,9.759613943501425082e-01
2.459428760646695271e+06,9.754556670192204848e-01
2.459428762035582680e+06,9.761852010569742610e-01
2.459428763424469624e+06,9.763357285429614674e-01
2.459428764813357033e+06,9.766440107299262374e-01
2.459428766202244442e+06,9.768155089872787578e-01
2.459428767591131385e+06,9.779896352258723446e-01
2.459428768980018795e+06,9.777363865038750657e-01
2.459428770368905738e+06,9.781744623633300550e-01
2.459428771757793147e+06,9.788324943642533471e-01
2.459428773146680091e+06,9.803200566234522295e-01
2.459428774535567500e+06,9.830832815679122483e-01
2.459428775924454909e+06,9.848428122207228963e-01
2.459428777313341852e+06,9.874961479536495945e-01
2.459428778702229261e+06,9.895392579356301344e-01
2.459428780091116671e+06,9.917946229283514104e-01
2.459428781480004080e+06,9.934429611013517736e-01
2.459428782868891023e+06,9.962226546176750075e-01
2.459428784257778432e+06,9.967817567084845676e-01
2.459428785646665376e+06,9.989739724292411305e-01
2.459428787035552319e+06,9.998293903346544553e-01
2.459428788424439728e+06,1.000200466356781170e+00
2.459428789813327137e+06,1.000003080452291027e+00
2.459428791202214547e+06,9.998919472119477403e-01
2.459428792591101490e+06,1.000302476719185707e+00
2.459428793979988899e+06,1.000606138227713826e+00
2.459428795368876308e+06,1.000241697025906262e+00
2.459428796757763717e+06,1.000335413862912137e+00
2.459428798146650195e+06,1.000327708694220608e+00
2.459428799535537604e+06,1.000479212996019607e+00
2.459428800924425013e+06,1.000171545220824854e+00
2.459428802313311957e+06,1.000297597469094635e+00
2.459428803702199366e+06,9.993817033474502454e-01
2.459428805091086775e+06,9.999396986020027134e-01
2.459428806479974184e+06,1.000000000000000000e+00
2.459428807868860662e+06,1.000259915867342420e+00
2.459428809257748071e+06,9.994037572651164325e-01
2.459428810646635480e+06,9.999680139999168604e-01
2.459428812035522424e+06,1.000438539703065288e+00
2.459428813424409833e+06,9.997569403192538839e-01
2.459428814813297242e+06,1.000077698908910628e+00
2.459428816202184651e+06,1.000000000000000000e+00
2.459428817591071129e+06,9.996817424264587970e-01
2.459428818979958538e+06,1.000056615973261120e+00
2.459428820368845947e+06,1.000348835652922652e+00
2.459428821757732891e+06,1.000090732804800986e+00
2.459428823146620300e+06,9.998924496962473540e-01
2.459428824535507709e+06,1.000219364716464554e+00
2.459428825924395118e+06,9.997567088943746239e-01
2.459428827313281596e+06,1.000438714571044496e+00
2.459428828702169005e+06,9.997697538249112892e-01
2.459428830091056414e+06,9.994767347728693574e-01
2.459428831479943357e+06,9.990375829427388110e-01
2.459428832868830767e+06,1.000013856808009693e+00
2.459428834257718176e+06,1.000105643356791640e+00
2.459428835646605119e+06,1.000127315061549504e+00
2.459428837035492063e+06,9.993229650789958729e-01
2.459428838424379472e+06,9.993709271470397892e-01
2.459428839813266881e+06,1.000000000000000000e+00
2.459428841202154290e+06,9.995386167479041184e-01
2.459428842591041233e+06,1.000360722121633517e+00
2.459428843979928177e+06,9.998090991266995742e-01
2.459428845368815586e+06,1.000325076238963939e+00
2.459428846757702529e+06,9.996518081107392817e-01
2.459428848146589939e+06,1.000847503795765370e+00
2.459428849535477348e+06,1.000170557348250222e+00
2.459428850924364291e+06,1.000533939254105276e+00
2.459428852313251235e+06,1.000185244231016179e+00
2.459428853702138644e+06,1.000197427169863262e+00
2.459428855091026053e+06,1.000076620884010836e+00
2.459428856479912996e+06,1.000481232295791889e+00
2.459428857868799940e+06,1.000156225793292997e+00
2.459428859257687349e+06,9.999883926249107935e-01
2.459428860646574758e+06,9.998302881524786523e-01
2.459428862035461701e+06,9.999033601761497803e-01
2.459428863424349111e+06,1.000049027578249650e+00
2.459428864813236054e+06,9.997259666278511814e-01
2.459430855087939184e+06,9.999255118745695725e-01
2.459430856476826128e+06,9.996530608807580043e-01
2.459430857865712605e+06,9.995478508861564970e-01
2.459430859254598618e+06,1.000000000000000000e+00
2.459430860643485561e+06,9.997235153241423866e-01
2.459430862032372039e+06,1.000040090742667864e+00
2.459430863421258517e+06,9.992035226715522134e-01
2.459430864810144994e+06,1.000567675427245229e+00
2.459430866199031472e+06,1.000397807574996412e+00
2.459430867587917950e+06,9.991133778063816528e-01
2.459430868976804428e+06,1.000550595347528660e+00
2.459430870365690906e+06,1.000173410253788697e+00
2.459430871754577383e+06,1.000008183876766488e+00
2.459430873143464327e+06,9.999599108645352841e-01
2.459430874532350339e+06,1.000193447869653918e+00
2.459430875921236817e+06,1.000404584388285167e+00
2.459430877310123760e+06,1.000135573132749922e+00
2.459430878699009772e+06,9.997191388379274013e-01
2.459430880087896250e+06,9.995409950160598633e-01
2.459430881476783194e+06,9.996607870144524899e-01
2.459430882865669671e+06,1.000165099467091645e+00
2.459430884254555684e+06,1.000067603492942103e+00
2.459430885643442627e+06,1.000094882095357240e+00
2.459430887032329105e+06,1.000102475531298163e+00
2.459430888421215117e+06,9.997114317504066650e-01
2.459430889810102060e+06,1.000407885824230014e+00
2.459430891198988538e+06,9.997461763362808229e-01
2.459430892587875016e+06,1.000076267300400890e+00
2.459430893976761494e+06,9.999210046313110611e-01
2.459430895365647972e+06,9.996888880981609216e-01
2.459430896754534449e+06,9.996761969149750016e-01
2.459430898143420927e+06,9.998140207921907274e-01
2.459430899532307405e+06,1.000274957721395186e+00
2.459430900921193883e+06,1.000189300265091452e+00
2.459430902310080826e+06,9.995910355175215978e-01
2.459430903698966838e+06,1.000000000000000000e+00
2.459430905087853316e+06,1.000399744400820579e+00
2.459430906476740260e+06,9.996168540562699878e-01
2.459430907865626737e+06,9.998829203855063019e-01
2.459430909254512750e+06,1.000402753099182140e+00
2.459430910643399693e+06,1.000107361282698060e+00
2.459430912032286171e+06,9.999735450488669297e-01
2.459430913421172183e+06,9.999160084959541894e-01
2.459430914810059126e+06,1.000351041575589406e+00
2.459430916198945604e+06,1.000258151035914089e+00
2.459430917587832548e+06,1.000538486926477066e+00
2.459430918976718560e+06,1.000709796713177280e+00
2.459430920365605038e+06,9.992088949253955521e-01
2.459430921754491981e+06,1.000494144066545799e+00
2.459430923143377993e+06,1.000226618784846311e+00
2.459430924532264471e+06,1.000319876567510757e+00
2.459430925921151415e+06,1.000022068635592287e+00
2.459430927310037892e+06,1.000176430436160446e+00
2.459430928698923904e+06,9.997125144944070119e-01
2.459430930087810848e+06,9.997368374529899127e-01
2.459430931476697326e+06,1.000136327216643251e+00
2.459430932865583338e+06,9.991365942945932277e-01
2.459430934254470281e+06,9.978994455670577857e-01
2.459430935643356759e+06,9.959262010587961456e-01
2.459430937032243237e+06,9.934105545741340748e-01
2.459430938421129715e+06,9.913132629770993187e-01
2.459430939810016192e+06,9.898701996416575666e-01
2.459430941198902670e+06,9.867008588140053771e-01
2.459430942587789148e+06,9.856853456310211703e-01
2.459430943976675626e+06,9.828978159288326300e-01
2.459430945365562104e+06,9.806224921398283279e-01
2.459430946754449047e+06,9.798130715376179856e-01
2.459430948143335059e+06,9.785991186071700820e-01
2.459430949532221537e+06,9.783777203597756600e-01
2.459430950921108481e+06,9.770483223624925051e-01
2.459430952309994958e+06,9.774702367074734610e-01
2.459430953698880970e+06,9.778010882684913252e-01
2.459430955087767914e+06,9.760818703666988005e-01
2.459430956476654392e+06,9.763318035972112785e-01
2.459430957865540404e+06,9.761187700745979079e-01
2.459430959254427347e+06,9.748896301261079644e-01
2.459430960643313825e+06,9.756108948345273424e-01
2.459430962032200769e+06,9.755583335142724577e-01
2.459430963421086781e+06,9.744849198250028488e-01
2.459430964809973259e+06,9.750884258193069920e-01
2.459430966198860202e+06,9.747526503422833111e-01
2.459430967587746214e+06,9.743005992583751995e-01
2.459430968976632692e+06,9.745144039967486016e-01
2.459430970365519635e+06,9.740838876298296700e-01
2.459430971754406113e+06,9.741830778414168890e-01
2.459430973143292125e+06,9.752252869545532388e-01
2.459430974532179069e+06,9.750790525816092069e-01
2.459430975921065547e+06,9.756124372660472943e-01
2.459430977309951559e+06,9.757844183805157723e-01
2.459430978698838502e+06,9.756254886096771273e-01
2.459430980087724980e+06,9.755523417610605375e-01
2.459430981476611458e+06,9.760987777891284578e-01
2.459430982865497936e+06,9.767904396772236764e-01
2.459430984254384413e+06,9.766809863636002342e-01
2.459430985643270891e+06,9.769394029674721702e-01
2.459430987032157369e+06,9.783216589064563928e-01
2.459430988421043847e+06,9.780911247185211099e-01
2.459430989809930325e+06,9.786565445191416357e-01
2.459430991198817268e+06,9.800192234426809978e-01
2.459430992587703280e+06,9.820112144263383192e-01
2.459430993976590224e+06,9.837850106742193068e-01
2.459430995365476701e+06,9.863729141431597514e-01
2.459430996754363179e+06,9.880764111083070178e-01
2.459430998143249657e+06,9.902591890061176461e-01
2.459430999532136135e+06,9.926239144989867924e-01
2.459431000921022613e+06,9.951314928803141058e-01
2.459431002309909090e+06,9.967044170848732287e-01
2.459431003698795568e+06,9.982816126382567656e-01
2.459431005087682046e+06,9.996794115410184700e-01
2.459431006476568989e+06,9.998762495326729560e-01
2.459431007865455002e+06,9.998673508892889084e-01
2.459431009254341479e+06,1.000168125035668654e+00
2.459431010643228423e+06,9.999201495067007173e-01
2.459431012032114435e+06,9.996905645073930202e-01
2.459431013421000913e+06,1.000039391328046534e+00
2.459431014809887856e+06,9.995619494483494183e-01
2.459431016198774334e+06,9.999839824419087808e-01
2.459431017587660812e+06,9.999782871066228429e-01
2.459431018976547290e+06,9.994257354975669694e-01
2.459431020365433767e+06,1.000001542433899049e+00
2.459431021754320245e+06,9.997903476384980559e-01
2.459431023143206723e+06,1.000148549412612775e+00
2.459431024532093201e+06,9.989662052459299391e-01
2.459431025920980144e+06,9.999125545970178885e-01
2.459431027309866156e+06,9.996362135310293828e-01
2.459431028698752634e+06,9.996137868713402819e-01
2.459431030087639578e+06,1.000000000000000000e+00
2.459431031476525590e+06,9.999022267153634402e-01
2.459431032865412068e+06,9.993944938452666849e-01
2.459431034254299011e+06,1.000091362245489446e+00
2.459431035643185489e+06,9.998180989740924618e-01
2.459431037032071967e+06,1.000042835140477981e+00
2.459431038420958444e+06,1.000060752332201375e+00
2.459431039809844922e+06,1.000101929674694912e+00
2.459431041198731400e+06,1.000238263052852128e+00
2.459431042587617878e+06,1.000379939390056094e+00
2.459431043976504356e+06,9.994915769668822891e-01
2.459431045365391299e+06,1.000394771502409963e+00
2.459431046754277311e+06,9.998657990474224544e-01
2.459431048143163789e+06,9.998640191939399680e-01
2.459431049532050733e+06,9.997065614891915697e-01
2.459431050920937210e+06,9.999023453722623023e-01
2.459431052309823222e+06,1.000119611944676690e+00
2.459431053698710166e+06,1.000551525446052636e+00
2.459431055087596644e+06,1.000136220140290133e+00
2.459431056476483122e+06,9.997439346143326411e-01
2.459431057865369599e+06,1.000181785065265228e+00
2.459431059254256077e+06,1.000375092616193173e+00
2.459431060643143021e+06,9.995113472339500760e-01
2.459431062032029033e+06,1.000231996176987881e+00
2.459431063420915511e+06,1.000374517746100977e+00
2.459431064809802454e+06,1.000331918634484119e+00
2.459431066198688466e+06,1.000057910723499477e+00
2.459431067587574944e+06,9.999786388915293811e-01
2.459431068976461887e+06,1.000011748282021440e+00
2.459431070365348365e+06,9.999498027949993428e-01
2.459431071754234843e+06,9.994904353383923246e-01
2.459431073143121321e+06,9.996798296475373213e-01
2.459431074532007799e+06,1.000124607116727793e+00
2.459431075920894276e+06,9.999552600954941806e-01
2.459431077309780754e+06,1.000150952675149529e+00
2.459431078698667232e+06,9.998886842694257870e-01
2.459431080087554175e+06,1.000033465923264364e+00
2.459431081476440188e+06,1.000151310455350773e+00
2.459431082865326665e+06,9.995355065707900444e-01
2.459435292557770852e+06,9.998621707347525867e-01
2.459435293946639635e+06,1.000305672183010142e+00
2.459435295335509349e+06,1.000096415957007601e+00
2.459435296724378597e+06,1.000403277786619194e+00
2.459435298113248311e+06,1.000260319551474320e+00
2.459435299502117094e+06,9.997467015555119296e-01
2.459435300890986808e+06,9.998210972629785198e-01
2.459435302279856056e+06,1.000059157398674126e+00
2.459435303668725304e+06,1.000045588095960225e+00
2.459435305057595018e+06,1.000074036020071055e+00
2.459435306446464267e+06,9.996950616774059606e-01
2.459435307835333981e+06,1.000231973741857905e+00
2.459435309224202763e+06,1.000036301273912853e+00
2.459435310613072477e+06,1.000224353774838537e+00
2.459435312001941726e+06,9.998226593503928283e-01
2.459435313390810974e+06,9.996198482987616041e-01
2.459435314779680222e+06,9.996960225129012390e-01
2.459435316168549936e+06,9.998910961782614404e-01
2.459435317557419185e+06,9.999285868419114376e-01
2.459435318946288433e+06,9.999408461007165405e-01
2.459435320335157681e+06,9.999079960479958507e-01
2.459435321724027395e+06,1.000018567421103066e+00
2.459435323112896178e+06,1.000070580004577492e+00
2.459435324501765892e+06,1.000450143886553178e+00
2.459435325890635140e+06,9.999322760784111752e-01
2.459435327279504854e+06,1.000036182903625726e+00
2.459435328668373637e+06,1.000272681026994626e+00
2.459435330057243351e+06,1.000361486682721068e+00
2.459435331446112599e+06,1.000167709824153484e+00
2.459435332834982313e+06,9.996731464451521498e-01
2.459435334223851096e+06,1.000313399550742499e+00
2.459435335612720810e+06,1.000027137177719183e+00
2.459435337001590058e+06,9.997262477686217341e-01
2.459435338390459307e+06,9.997823074646996488e-01
2.459435339779328555e+06,1.000403725029928248e+00
2.459435341168198269e+06,1.000147945227653601e+00
2.459435342557067517e+06,9.999003779923202329e-01
2.459435343945936300e+06,1.000039160004803973e+00
2.459435345334806014e+06,1.000000000000000000e+00
2.459435346723675262e+06,9.997974151024064948e-01
2.459435348112544511e+06,1.000436831124658088e+00
2.459435349501413759e+06,9.999485772319981480e-01
2.459435350890283473e+06,9.998285902224292032e-01
2.459435352279152721e+06,1.000226293467749272e+00
2.459435353668021969e+06,1.000000000000000000e+00
2.459435355056891218e+06,1.000287717680983679e+00
2.459435356445760466e+06,1.000297362685816038e+00
2.459435357834629714e+06,1.000134638080696581e+00
2.459435359223498963e+06,9.998907181626175422e-01
2.459435360612368677e+06,9.997356046178361710e-01
2.459435362001237925e+06,1.000363320444108028e+00
2.459435363390107173e+06,1.000043331796086177e+00
2.459435364778976422e+06,9.997354855744403634e-01
2.459435366167845670e+06,9.999951192207705564e-01
2.459435367556714918e+06,9.999552396831635770e-01
2.459435368945584167e+06,1.000125828869404376e+00
2.459435370334453881e+06,9.987037364626826230e-01
2.459435371723323129e+06,9.972645613286575950e-01
2.459435373112191912e+06,9.955690262416880820e-01
2.459435374501061626e+06,9.933748778912366850e-01
2.459435375889930874e+06,9.907474115799225212e-01
2.459435377278800588e+06,9.887267094572120829e-01
2.459435378667669371e+06,9.870726014719953811e-01
2.459435380056538619e+06,9.840544942572275744e-01
2.459435381445408333e+06,9.820903377475418417e-01
2.459435382834277116e+06,9.800778496191444589e-01
2.459435384223146830e+06,9.790467552460638823e-01
2.459435385612016078e+06,9.779049505148508237e-01
2.459435387000885326e+06,9.776856725797108405e-01
2.459435388389754575e+06,9.771803928860618438e-01
2.459435389778623823e+06,9.763470295934739696e-01
2.459435391167493071e+06,9.761411440403662265e-01
2.459435392556362320e+06,9.763880400433413431e-01
2.459435393945231568e+06,9.759760308503341308e-01
2.459435395334100816e+06,9.758007989716555031e-01
2.459435396722970530e+06,9.750995143267536802e-01
2.459435398111839313e+06,9.752949240610273574e-01
2.459435399500709027e+06,9.749996964393405907e-01
2.459435400889578275e+06,9.749809471044955655e-01
2.459435402278447058e+06,9.745949488934797511e-01
2.459435403667316772e+06,9.748199409116200531e-01
2.459435405056186020e+06,9.746631012375989167e-01
2.459435406445055269e+06,9.747476815703443043e-01
2.459435407833924517e+06,9.746606608479841949e-01
2.459435409222793765e+06,9.744220978827179414e-01
2.459435410611663014e+06,9.747182183298734870e-01
2.459435412000532262e+06,9.748091079625984534e-01
2.459435413389401510e+06,9.751936181311663399e-01
2.459435414778270759e+06,9.754249194492862207e-01
2.459435416167140473e+06,9.753164113939767343e-01
2.459435417556009255e+06,9.755886041185681812e-01
2.459435418944878504e+06,9.754486090850587043e-01
2.459435420333747752e+06,9.764636325997005928e-01
2.459435421722617000e+06,9.763235780444932121e-01
2.459435423111486249e+06,9.775663910970777692e-01
2.459435424500355497e+06,9.787218262971146832e-01
2.459435425889225211e+06,9.790283630414063909e-01
2.459435427278093994e+06,9.801433234868572875e-01
2.459435428666963242e+06,9.809619849200588160e-01
2.459435430055832956e+06,9.830770884556714329e-01
2.459435431444702204e+06,9.853624240473373153e-01
2.459435432833570987e+06,9.872934864929792109e-01
2.459435434222440235e+06,9.889214049311108035e-01
2.459435435611309949e+06,9.912562030537488411e-01
2.459435437000178732e+06,9.935546334189573336e-01
2.459435438389047980e+06,9.954896838183597829e-01
2.459435439777917229e+06,9.973791405971550450e-01
2.459435441166786943e+06,9.982613116820379107e-01
2.459435442555655725e+06,9.998529814061358767e-01
2.459435443944524974e+06,9.997214384537310705e-01
2.459435445333394688e+06,9.995858480258676959e-01
2.459435446722263470e+06,9.997332237499193530e-01
2.459435448111132719e+06,9.996735830086027619e-01
2.459435449500001967e+06,1.000101067843069291e+00
2.459435450888871681e+06,1.000090472980839529e+00
2.459435452277740464e+06,9.995953714975349680e-01
2.459435453666609712e+06,9.997327475763360116e-01
2.459435455055478960e+06,9.998445238280329050e-01
2.459435456444348209e+06,1.000057144095265027e+00
2.459435457833217457e+06,9.997534439863071665e-01
2.459435459222086705e+06,9.997911775739477536e-01
2.459435460610955954e+06,1.001449625801053456e+00
2.459435461999824736e+06,1.000186680445461551e+00
2.459435463388694450e+06,9.995931758795800759e-01
2.459435464777563699e+06,9.997390141258604146e-01
2.459435466166432481e+06,9.998380700811256849e-01
2.459435467555301730e+06,1.000226820952540896e+00
2.459435468944171444e+06,1.000152883824724670e+00
2.459435470333040692e+06,1.000072514563341564e+00
2.459435471721909475e+06,9.996764826459789699e-01
2.459435473110778723e+06,1.000200992746995698e+00
2.459435474499647971e+06,1.000130502399708021e+00
2.459435475888517685e+06,9.998424683623960973e-01
2.459435477277386468e+06,1.000092167435125523e+00
2.459435478666255716e+06,1.000065850893571584e+00
2.459435480055124965e+06,1.000106449950126875e+00
2.459435481443993747e+06,9.997411428033233793e-01
2.459435482832863461e+06,9.998065087595567890e-01
2.459435484221732710e+06,9.997524365766087273e-01
2.459435485610601958e+06,9.998928296868435650e-01
2.459435486999470741e+06,9.999341534424830424e-01
2.459435488388339989e+06,1.000382576834180970e+00
2.459435489777209237e+06,9.999018850571537165e-01
2.459435491166078486e+06,9.998618693741539998e-01
2.459435492554947734e+06,1.000688993255344217e+00
2.459435493943816982e+06,1.000279595439212521e+00
2.459435495332686231e+06,1.000362001295583614e+00
2.459435496721555013e+06,9.999885681990876574e-01
2.459435498110424262e+06,9.997992321761993706e-01
2.459435499499293976e+06,1.000172426932896430e+00
2.459435500888162758e+06,1.000124914262850995e+00
2.459435502277032007e+06,1.000098361120349777e+00
2.459435503665901255e+06,1.000010478984872053e+00
2.459435505054770503e+06,9.994887922493617127e-01
2.459435506443639286e+06,9.999739218842546018e-01
2.459435507832509000e+06,1.000270783722397416e+00
2.459435509221378248e+06,9.999554647703708943e-01
2.459435510610247031e+06,1.000124198514714458e+00
2.459435511999116279e+06,9.996703917479811130e-01
2.459435513387985528e+06,9.997550562953747555e-01
2.459435514776854776e+06,1.000102049978053964e+00
2.459435516165723559e+06,9.997818431325896649e-01
2.459435517554592807e+06,9.999516530086416388e-01
2.459435518943462521e+06,1.000436670978599007e+00
2.459435520332331769e+06,1.000110266370686007e+00
2.459437510580682196e+06,9.999563008986032120e-01
2.459437511969549581e+06,1.000303908574340150e+00
2.459437513358417433e+06,9.995448291780538730e-01
2.459437514747284818e+06,1.000316955484245707e+00
2.459437516136152204e+06,9.999600737850817822e-01
2.459437517525020055e+06,1.000260989045523630e+00
2.459437518913886975e+06,1.000114871095953983e+00
2.459437520302754827e+06,1.000000000000000000e+00
2.459437521691622678e+06,1.000145758790332629e+00
2.459437523080490064e+06,1.000382512692956416e+00
2.459437524469357450e+06,1.000092426354632691e+00
2.459437525858224835e+06,1.000038131547013043e+00
2.459437527247092687e+06,1.000196045237782716e+00
2.459437528635960072e+06,9.994695105657308565e-01
2.459437530024827458e+06,1.000099549077994698e+00
2.459437531413695309e+06,9.999357100078387628e-01
2.459437532802562695e+06,1.000014785388588123e+00
2.459437534191430081e+06,1.000008021222958732e+00
2.459437535580297466e+06,9.995546425461707685e-01
2.459437536969165318e+06,9.998775267001970279e-01
2.459437538358032703e+06,9.999788096050193920e-01
2.459437539746900089e+06,9.998056335153187035e-01
2.459437541135767940e+06,9.999918588847821477e-01
2.459437542524635326e+06,9.998921293451760173e-01
2.459437543913502712e+06,9.999448052292077005e-01
2.459437545302370097e+06,9.997678457643406347e-01
2.459437546691237949e+06,1.000273593126670191e+00
2.459437548080105335e+06,1.000000000000000000e+00
2.459437549468972720e+06,1.000051066961238577e+00
2.459437550857840572e+06,1.000134342627220896e+00
2.459437552246707957e+06,1.000119495491948785e+00
2.459437553635575343e+06,1.000351126328248297e+00
2.459437555024442729e+06,1.000234754460963327e+00
2.459437556413310580e+06,9.999672500351448612e-01
2.459437557802177966e+06,1.000443351900827116e+00
2.459437559191045351e+06,9.999952100965416868e-01
2.459437560579912737e+06,9.996720106340881706e-01
2.459437561968780588e+06,9.996095012501109434e-01
2.459437563357647508e+06,1.000075686202608782e+00
2.459437564746515360e+06,9.996840092513372689e-01
2.459437566135382745e+06,9.996053088741009285e-01
2.459437567524250597e+06,9.993281088707953730e-01
2.459437568913117982e+06,9.998932878794792867e-01
2.459437570301985368e+06,9.995001537205462361e-01
2.459437571690853219e+06,9.999973051905801658e-01
2.459437573079720140e+06,1.000352541906794901e+00
2.459437574468587991e+06,1.000239062444044702e+00
2.459437575857455377e+06,9.997047650678507758e-01
2.459437577246323228e+06,1.000012156732500213e+00
2.459437578635190148e+06,9.999062194921408686e-01
2.459437580024057999e+06,1.000148942256897433e+00
2.459437581412925385e+06,1.000683727188782068e+00
2.459437582801792771e+06,1.000394727287915231e+00
2.459437584190660156e+06,1.000380182655773220e+00
2.459437585579528008e+06,1.000420313642630177e+00
2.459437586968395393e+06,9.999565658334468310e-01
2.459437588357262313e+06,9.986180646016158402e-01
2.459437589746130165e+06,9.977575098465836234e-01
2.459437591134997550e+06,9.959759669431471618e-01
2.459437592523864936e+06,9.945981119123610270e-01
2.459437593912732322e+06,9.920688239125474706e-01
2.459437595301600173e+06,9.898066825907240185e-01
2.459437596690467559e+06,9.874469816961984892e-01
2.459437598079334944e+06,9.853083758689266114e-01
2.459437599468202330e+06,9.833912251467815668e-01
2.459437600857070182e+06,9.806995591752816210e-01
2.459437602245937567e+06,9.795176256858377783e-01
2.459437603634804953e+06,9.782121436756936461e-01
2.459437605023672339e+06,9.774354576555035479e-01
2.459437606412540190e+06,9.771784066847724048e-01
2.459437607801407110e+06,9.766846228469366897e-01
2.459437609190274496e+06,9.761897000884173226e-01
2.459437610579142347e+06,9.759688186024360057e-01
2.459437611968009733e+06,9.761500175610015040e-01
2.459437613356877118e+06,9.750984428872901955e-01
2.459437614745744504e+06,9.751938231214309916e-01
2.459437616134612355e+06,9.745876257610567306e-01
2.459437617523479275e+06,9.751391664598025866e-01
2.459437618912346661e+06,9.747052633892546725e-01
2.459437620301214512e+06,9.747418941391289282e-01
2.459437621690081898e+06,9.745398138066958538e-01
2.459437623078949284e+06,9.743416856081393851e-01
2.459437624467816669e+06,9.744029897431810694e-01
2.459437625856684521e+06,9.741829421081374951e-01
2.459437627245551441e+06,9.743185667849469933e-01
2.459437628634418827e+06,9.749433546630292824e-01
2.459437630023286678e+06,9.750688594241746499e-01
2.459437631412154064e+06,9.750469205678132800e-01
2.459437632801021449e+06,9.749591049560890621e-01
2.459437634189888835e+06,9.760506032780438268e-01
2.459437635578756221e+06,9.758488216131224746e-01
2.459437636967623606e+06,9.754990559877623202e-01
2.459437638356490992e+06,9.763141146281200111e-01
2.459437639745358843e+06,9.764748361158108736e-01
2.459437641134226229e+06,9.767628206023278858e-01
2.459437642523093149e+06,9.773744424706189982e-01
2.459437643911961000e+06,9.774342536174215335e-01
2.459437645300828386e+06,9.783160944586627439e-01
2.459437646689695772e+06,9.797890373602408109e-01
2.459437648078563157e+06,9.822175065660537774e-01
2.459437649467430543e+06,9.836477562577233824e-01
2.459437650856298395e+06,9.863699294054784072e-01
2.459437652245165315e+06,9.880002153855628189e-01
2.459437653634032700e+06,9.905074579343611241e-01
2.459437655022900552e+06,9.927216692636050555e-01
2.459437656411767937e+06,9.945806237258807414e-01
2.459437657800634857e+06,9.965515748129574192e-01
2.459437659189502709e+06,9.994945909866344014e-01
2.459437660578370094e+06,9.987657458316880899e-01
2.459437661967237014e+06,1.000674243356703075e+00
2.459437663356104866e+06,9.995370723402621227e-01
2.459437664744972251e+06,1.000111298660160575e+00
2.459437666133840103e+06,1.000503102883242068e+00
2.459437667522707023e+06,9.997822201766851657e-01
2.459437668911574408e+06,9.998075005049670283e-01
2.459437670300442260e+06,9.999390251645130512e-01
2.459437671689309180e+06,9.999853869044624810e-01
2.459437673078176565e+06,9.997759524983362844e-01
2.459437674467044417e+06,1.000106723509212703e+00
2.459437675855911803e+06,1.000149963898467220e+00
2.459437677244778723e+06,9.999984428489635535e-01
2.459437678633646108e+06,9.999885011707245752e-01
2.459437680022513960e+06,1.000274534548951211e+00
2.459437681411380880e+06,1.000273396643970747e+00
2.459437682800248265e+06,1.000034074782229832e+00
2.459437684189116117e+06,9.998863985056583026e-01
2.459437685577983502e+06,9.999878434152841278e-01
2.459437686966850422e+06,9.995955940168754772e-01
2.459437688355718274e+06,1.000241657862774192e+00
2.459437689744585659e+06,1.000247886466920200e+00
2.459437691133452579e+06,1.000273878911144276e+00
2.459437692522320431e+06,9.996213128460169628e-01
2.459437693911187816e+06,1.000301188944706654e+00
2.459437695300055202e+06,9.998531486791766287e-01
2.459437696688922122e+06,9.999154944794717004e-01
2.459437698077789973e+06,9.997840940370187335e-01
2.459437699466657359e+06,1.000271309033746281e+00
2.459437700855524745e+06,9.998762040236747195e-01
2.459437702244392131e+06,1.000015392146064608e+00
2.459437703633259516e+06,1.000408898498599264e+00
2.459437705022126902e+06,1.000310858056281837e+00
2.459437706410993822e+06,1.000227723687911352e+00
2.459437707799861673e+06,1.000058699875622237e+00
2.459437709188729059e+06,9.995657557239984170e-01
2.459437710577596445e+06,1.000089124894164128e+00
2.459437711966463365e+06,9.999725667928215378e-01
2.459437713355331216e+06,9.999489070297218340e-01
2.459437714744198602e+06,9.995191390792579345e-01
2.459437716133065522e+06,9.996589947983678393e-01
2.459437717521932907e+06,9.997132684071260433e-01
2.459437718910800759e+06,9.999276432495943778e-01
2.459437720299668144e+06,1.000034561049218285e+00
2.459437721688535064e+06,1.000383286228679669e+00
2.459437723077402450e+06,1.000088347312872994e+00
2.459437724466270301e+06,9.999060203011722603e-01
2.459437725855137222e+06,1.000002336020915372e+00
2.459437727244004607e+06,9.995269258156426195e-01
2.459437728632871993e+06,1.000000000000000000e+00
2.459437730021739844e+06,1.000308893842584368e+00
2.459437731410606764e+06,1.000181370636106015e+00
2.459437732799474150e+06,9.998728967999284123e-01
2.459437734188341536e+06,9.999122501855624012e-01
2.459437735577208921e+06,9.998712803063301013e-01
2.459437736966076307e+06,9.996108474666421939e-01
2.459437738354943693e+06,1.000257854360622645e+00
2.459437739743811078e+06,1.000119553380674375e+00
2.459439728600663133e+06,9.994051049476494475e-01
2.459439729989528656e+06,1.000435401623491760e+00
2.459439731378394179e+06,9.995596988385465620e-01
2.459439732767260168e+06,9.999061887070921362e-01
2.459439734156125691e+06,1.000463320232616082e+00
